player,opponent,games,p_elo,p_bayes,ci_lower,ci_upper,uncertainty,signal
wbcnirvana,wbciron,1,0.4452,0.4,0.0676,0.8059,0.7383,-0.0452
wbcnirvana,wbciwbtc,1,0.4359,0.4,0.0676,0.8059,0.7383,-0.0359
wbcnirvana,wbcnguyenminh,1,0.3944,0.4,0.0676,0.8059,0.7383,0.0056
wbcnirvana,wbcplayer,1,0.4345,0.4,0.0676,0.8059,0.7383,-0.0345
wbcnirvana,wbczoli,1,0.3843,0.4,0.0676,0.8059,0.7383,0.0157
wbcpangbai,wbccsaba,1,0.6033,0.6,0.1941,0.9324,0.7383,-0.0033
wbcpangbai,wbckaktuszka,1,0.6038,0.6,0.1941,0.9324,0.7383,-0.0038
wbcpangbai,wbctorpe,1,0.6039,0.6,0.1941,0.9324,0.7383,-0.0039
wbcpangbai,wbcashot,1,0.4919,0.5,0.0943,0.9057,0.8114,0.0081
wbcpangbai,wbckremufka,1,0.4889,0.4,0.0676,0.8059,0.7383,-0.0889
wbcpangbai,wbcmatiss,1,0.4414,0.4,0.0676,0.8059,0.7383,-0.0414
wbcpeaceman,wbcdistilfire,1,0.5641,0.6,0.1941,0.9324,0.7383,0.0359
wbcpeaceman,wbcperoxid,1,0.584,0.6,0.1941,0.9324,0.7383,0.016
wbcpeaceman,wbclojzeidon,1,0.5068,0.4,0.0676,0.8059,0.7383,-0.1068
wbcperoxid,wbc1211,1,0.5004,0.6,0.1941,0.9324,0.7383,0.0996
wbcperoxid,wbcnguyenminh,1,0.3631,0.5,0.0943,0.9057,0.8114,0.1369
wbcperoxid,wbcangst,1,0.4661,0.4,0.0676,0.8059,0.7383,-0.0661
wbcperoxid,wbcbb,1,0.3736,0.4,0.0676,0.8059,0.7383,0.0264
wbcperoxid,wbcpeaceman,1,0.416,0.4,0.0676,0.8059,0.7383,-0.016
wbcperoxid,wbcpuholek,1,0.3529,0.4,0.0676,0.8059,0.7383,0.0471
wbcperoxid,wbcquantum,1,0.3707,0.4,0.0676,0.8059,0.7383,0.0293
wbcperoxid,wbcsiwer,1,0.4445,0.4,0.0676,0.8059,0.7383,-0.0445
wbcperoxid,wbcplayer,1,0.4021,0.4,0.0676,0.8059,0.7383,-0.0021
wbcpiggi,wbckaktuszka,1,0.5309,0.6,0.1941,0.9324,0.7383,0.0691
wbcpiggi,wbc3ifndef,1,0.4017,0.4,0.0676,0.8059,0.7383,-0.0017
wbcpiggi,wbciwbtc,1,0.4027,0.4,0.0676,0.8059,0.7383,-0.0027
wbcpiggi,wbcmartez,1,0.401,0.4,0.0676,0.8059,0.7383,-0.001
wbcpiggi,wbcmark,1,0.4359,0.4,0.0676,0.8059,0.7383,-0.0359
wbcplayer,wbcadelstepan,1,0.5785,0.6,0.1941,0.9324,0.7383,0.0215
wbcplayer,wbcasz,1,0.576,0.6,0.1941,0.9324,0.7383,0.024
wbcplayer,wbcnirvana,1,0.5655,0.6,0.1941,0.9324,0.7383,0.0345
wbcplayer,wbcperoxid,1,0.5979,0.6,0.1941,0.9324,0.7383,0.0021
wbcplayer,wbcskoupy,1,0.6015,0.6,0.1941,0.9324,0.7383,-0.0015
wbcplayer,wbcvotocek,1,0.5565,0.6,0.1941,0.9324,0.7383,0.0435
wbcplayer,wbcdistilfire,1,0.5782,0.4,0.0676,0.8059,0.7383,-0.1782
wbcplayer,wbclojzeidon,1,0.5211,0.4,0.0676,0.8059,0.7383,-0.1211
wbcplayer,wbcrostas,1,0.5432,0.4,0.0676,0.8059,0.7383,-0.1432
wbcpuholek,wbc3ifndef,1,0.5526,0.6,0.1941,0.9324,0.7383,0.0474
wbcpuholek,wbciwbtc,1,0.5536,0.6,0.1941,0.9324,0.7383,0.0464
wbcpuholek,wbclojzeidon,1,0.573,0.6,0.1941,0.9324,0.7383,0.027
wbcpuholek,wbcmartez,1,0.5519,0.6,0.1941,0.9324,0.7383,0.0481
wbcpuholek,wbcperoxid,1,0.6471,0.6,0.1941,0.9324,0.7383,-0.0471
wbcpuholek,wbcdeafbat,1,0.5845,0.6,0.1941,0.9324,0.7383,0.0155
wbcpuholek,wbcpurkys,1,0.6557,0.6,0.1941,0.9324,0.7383,-0.0557
wbcpuholek,wbcshpek,1,0.5835,0.6,0.1941,0.9324,0.7383,0.0165
wbcpurkys,wbcrichi,1,0.4931,0.6,0.1941,0.9324,0.7383,0.1069
wbcpurkys,wbcbb,1,0.3647,0.4,0.0676,0.8059,0.7383,0.0353
wbcpurkys,wbcbeetle,1,0.3533,0.4,0.0676,0.8059,0.7383,0.0467
wbcpurkys,wbccoldmind,1,0.4549,0.4,0.0676,0.8059,0.7383,-0.0549
wbcpurkys,wbcgeordie,1,0.4701,0.4,0.0676,0.8059,0.7383,-0.0701
wbcpurkys,wbcpuholek,1,0.3443,0.4,0.0676,0.8059,0.7383,0.0557
wbcpurkys,wbcg3m,1,0.3398,0.4,0.0676,0.8059,0.7383,0.0602
wbcpurkys,wbcgenghis,1,0.4352,0.4,0.0676,0.8059,0.7383,-0.0352
wbcpurkys,wbcmichi,1,0.4578,0.4,0.0676,0.8059,0.7383,-0.0578
wbcquantum,wbc3ifndef,1,0.5335,0.6,0.1941,0.9324,0.7383,0.0665
wbcquantum,wbcdistilfire,1,0.6101,0.6,0.1941,0.9324,0.7383,-0.0101
wbcquantum,wbciwbtc,1,0.5345,0.6,0.1941,0.9324,0.7383,0.0655
wbcquantum,wbclojzeidon,1,0.554,0.6,0.1941,0.9324,0.7383,0.046
wbcquantum,wbcmartez,1,0.5328,0.6,0.1941,0.9324,0.7383,0.0672
wbcquantum,wbcperoxid,1,0.6293,0.6,0.1941,0.9324,0.7383,-0.0293
wbcrichi,wbcbogimp,1,0.4332,0.4,0.0676,0.8059,0.7383,-0.0332
wbcrichi,wbchajnal,1,0.4322,0.4,0.0676,0.8059,0.7383,-0.0322
wbcrichi,wbcdeafbat,1,0.4316,0.4,0.0676,0.8059,0.7383,-0.0316
wbcrichi,wbcpurkys,1,0.5069,0.4,0.0676,0.8059,0.7383,-0.1069
wbcrichi,wbcshpek,1,0.4307,0.4,0.0676,0.8059,0.7383,-0.0307
wbcrichi,wbcset,1,0.4335,0.4,0.0676,0.8059,0.7383,-0.0335
wbcrostas,wbcmulan,1,0.5565,0.6,0.1941,0.9324,0.7383,0.0435
wbcrostas,wbcplayer,1,0.4568,0.6,0.1941,0.9324,0.7383,0.1432
wbcrostas,wbctorpe,1,0.5869,0.6,0.1941,0.9324,0.7383,0.0131
wbcrostas,wbc3ifndef,1,0.4572,0.4,0.0676,0.8059,0.7383,-0.0572
wbcrostas,wbciron,1,0.4677,0.4,0.0676,0.8059,0.7383,-0.0677
wbcrostas,wbcnguyenminh,1,0.4162,0.4,0.0676,0.8059,0.7383,-0.0162
wbcrostas,wbczoli,1,0.4059,0.4,0.0676,0.8059,0.7383,-0.0059
wbcseabow,wbcalleb,1,0.3974,0.4,0.0676,0.8059,0.7383,0.0026
wbcseabow,wbcbromozel,1,0.3756,0.4,0.0676,0.8059,0.7383,0.0244
wbcseabow,wbcfurla,1,0.3873,0.4,0.0676,0.8059,0.7383,0.0127
wbcset,wbccoldmind,1,0.5286,0.6,0.1941,0.9324,0.7383,0.0714
wbcset,wbcgeordie,1,0.5438,0.6,0.1941,0.9324,0.7383,0.0562
wbcset,wbcrichi,1,0.5665,0.6,0.1941,0.9324,0.7383,0.0335
wbcset,wbca,1,0.4355,0.4,0.0676,0.8059,0.7383,-0.0355
wbcset,wbcc,1,0.4444,0.4,0.0676,0.8059,0.7383,-0.0444
wbcset,wbcd,1,0.4333,0.4,0.0676,0.8059,0.7383,-0.0333
wbcshpek,wbcgeordie,1,0.5466,0.6,0.1941,0.9324,0.7383,0.0534
wbcshpek,wbcrichi,1,0.5693,0.6,0.1941,0.9324,0.7383,0.0307
wbcshpek,wbcgenghis,1,0.5115,0.6,0.1941,0.9324,0.7383,0.0885
wbcshpek,wbcmichi,1,0.5343,0.6,0.1941,0.9324,0.7383,0.0657
wbcshpek,wbccoldmind,1,0.5315,0.5,0.0943,0.9057,0.8114,-0.0315
wbcshpek,wbcbb,1,0.4383,0.4,0.0676,0.8059,0.7383,-0.0383
wbcshpek,wbcbeetle,1,0.4261,0.4,0.0676,0.8059,0.7383,-0.0261
wbcshpek,wbcpuholek,1,0.4165,0.4,0.0676,0.8059,0.7383,-0.0165
wbcshpek,wbcg3m,1,0.4116,0.4,0.0676,0.8059,0.7383,-0.0116
wbcsiwer,wbcdistilfire,1,0.5353,0.6,0.1941,0.9324,0.7383,0.0647
wbcsiwer,wbcperoxid,1,0.5555,0.6,0.1941,0.9324,0.7383,0.0445
wbcsiwer,wbcfurla,1,0.4407,0.5,0.0943,0.9057,0.8114,0.0593
wbcsiwer,wbcalleb,1,0.4512,0.4,0.0676,0.8059,0.7383,-0.0512
wbcsiwer,wbclojzeidon,1,0.4777,0.4,0.0676,0.8059,0.7383,-0.0777
wbcsiwer,wbcmk108,1,0.4691,0.4,0.0676,0.8059,0.7383,-0.0691
wbcskoupy,wbc1211,1,0.4967,0.6,0.1941,0.9324,0.7383,0.1033
wbcskoupy,wbcg3m,1,0.345,0.4,0.0676,0.8059,0.7383,0.055
wbcskoupy,wbcgenghis,1,0.4408,0.4,0.0676,0.8059,0.7383,-0.0408
wbcskoupy,wbcmichi,1,0.4635,0.4,0.0676,0.8059,0.7383,-0.0635
wbcskoupy,wbcplayer,1,0.3985,0.4,0.0676,0.8059,0.7383,0.0015
wbctasemnice,wbccsaba,1,0.5841,0.6,0.1941,0.9324,0.7383,0.0159
wbctasemnice,wbckaktuszka,1,0.5847,0.6,0.1941,0.9324,0.7383,0.0153
wbctasemnice,wbctorpe,1,0.5848,0.6,0.1941,0.9324,0.7383,0.0152
wbctasemnice,wbcciaran,1,0.4356,0.5,0.0943,0.9057,0.8114,0.0644
wbctasemnice,wbc3ifndef,1,0.4551,0.4,0.0676,0.8059,0.7383,-0.0551
wbctasemnice,wbciwbtc,1,0.4561,0.4,0.0676,0.8059,0.7383,-0.0561
wbctasemnice,wbcmartez,1,0.4544,0.4,0.0676,0.8059,0.7383,-0.0544
wbctasemnice,wbciron,1,0.4655,0.4,0.0676,0.8059,0.7383,-0.0655
wbctorpe,wbcfojtman,1,0.445,0.4,0.0676,0.8059,0.7383,-0.045
wbctorpe,wbctasemnice,1,0.4152,0.4,0.0676,0.8059,0.7383,-0.0152
wbctorpe,wbcasz,1,0.4457,0.4,0.0676,0.8059,0.7383,-0.0457
wbctorpe,wbcnirvana,1,0.4352,0.4,0.0676,0.8059,0.7383,-0.0352
wbctorpe,wbcpangbai,1,0.3961,0.4,0.0676,0.8059,0.7383,0.0039
wbctorpe,wbcrostas,1,0.4131,0.4,0.0676,0.8059,0.7383,-0.0131
wbctorpe,wbcuida,1,0.4345,0.4,0.0676,0.8059,0.7383,-0.0345
wbctorpe,wbcyu20,1,0.385,0.4,0.0676,0.8059,0.7383,0.015
wbctorpe,wbcwonderwall,1,0.4046,0.4,0.0676,0.8059,0.7383,-0.0046
wbcuida,wbccsaba,1,0.5648,0.6,0.1941,0.9324,0.7383,0.0352
wbcuida,wbckaktuszka,1,0.5654,0.6,0.1941,0.9324,0.7383,0.0346
wbcuida,wbctorpe,1,0.5655,0.6,0.1941,0.9324,0.7383,0.0345
wbcuida,wbca,1,0.4059,0.4,0.0676,0.8059,0.7383,-0.0059
wbcuida,wbcc,1,0.4146,0.4,0.0676,0.8059,0.7383,-0.0146
wbcuida,wbcd,1,0.4038,0.4,0.0676,0.8059,0.7383,-0.0038
wbcuida,wbcashot,1,0.4525,0.4,0.0676,0.8059,0.7383,-0.0525
wbcuida,wbckremufka,1,0.4495,0.4,0.0676,0.8059,0.7383,-0.0495
wbcuida,wbcmatiss,1,0.4028,0.4,0.0676,0.8059,0.7383,-0.0028
wbcvotocek,wbc1211,1,0.5428,0.6,0.1941,0.9324,0.7383,0.0572
wbcvotocek,wbcmichi,1,0.5096,0.6,0.1941,0.9324,0.7383,0.0904
wbcvotocek,wbcg3m,1,0.3878,0.4,0.0676,0.8059,0.7383,0.0122
wbcvotocek,wbcgenghis,1,0.4868,0.4,0.0676,0.8059,0.7383,-0.0868
wbcvotocek,wbcnguyenminh,1,0.4032,0.4,0.0676,0.8059,0.7383,-0.0032
wbcvotocek,wbcplayer,1,0.4435,0.4,0.0676,0.8059,0.7383,-0.0435
wbcwonderwall,wbccsaba,1,0.5947,0.6,0.1941,0.9324,0.7383,0.0053
wbcwonderwall,wbckaktuszka,1,0.5952,0.6,0.1941,0.9324,0.7383,0.0048
wbcwonderwall,wbctorpe,1,0.5954,0.6,0.1941,0.9324,0.7383,0.0046
wbcwonderwall,wbcciaran,1,0.4464,0.4,0.0676,0.8059,0.7383,-0.0464
wbcwonderwall,wbciron,1,0.4764,0.4,0.0676,0.8059,0.7383,-0.0764
wbcwonderwall,wbczoli,1,0.4144,0.4,0.0676,0.8059,0.7383,-0.0144
wbcyu20,wbcc,1,0.4651,0.6,0.1941,0.9324,0.7383,0.1349
wbcyu20,wbccsaba,1,0.6144,0.6,0.1941,0.9324,0.7383,-0.0144
wbcyu20,wbckaktuszka,1,0.6149,0.6,0.1941,0.9324,0.7383,-0.0149
wbcyu20,wbctorpe,1,0.615,0.6,0.1941,0.9324,0.7383,-0.015
wbcyu20,wbckremufka,1,0.5006,0.6,0.1941,0.9324,0.7383,0.0994
wbcyu20,wbcd,1,0.4539,0.5,0.0943,0.9057,0.8114,0.0461
wbcyu20,wbca,1,0.4561,0.4,0.0676,0.8059,0.7383,-0.0561
wbcyu20,wbcashot,1,0.5036,0.4,0.0676,0.8059,0.7383,-0.1036
wbcyu20,wbcmatiss,1,0.4529,0.4,0.0676,0.8059,0.7383,-0.0529
wbczoli,wbcasz,1,0.6258,0.6,0.1941,0.9324,0.7383,-0.0258
wbczoli,wbcfojtman,1,0.6251,0.6,0.1941,0.9324,0.7383,-0.0251
wbczoli,wbcnirvana,1,0.6157,0.6,0.1941,0.9324,0.7383,-0.0157
wbczoli,wbcrostas,1,0.5941,0.6,0.1941,0.9324,0.7383,0.0059
wbczoli,wbcwonderwall,1,0.5856,0.6,0.1941,0.9324,0.7383,0.0144
wbczoli,wbca,1,0.5219,0.6,0.1941,0.9324,0.7383,0.0781
wbczoli,wbcc,1,0.5309,0.6,0.1941,0.9324,0.7383,0.0691
wbczoli,wbcd,1,0.5197,0.6,0.1941,0.9324,0.7383,0.0803
